Node,Degree,ClusteringCoefficient,BetweennessCentrality,ClosenessCentrality,PageRank,EigenvectorCentrality,Eccentricity,Constraint,MeanNeighborDegree,LocalClusterSizes,LocalClusterDensities,sorensen_indices,participation_coefficient,CommunitySize,CommunityDensity,CommunityAssortativity
13,0.8705574809783174,0.6516129032258065,-0.0571232986480597,0.26161321671525756,1.0001665781665592,1.1476561043292006e-05,1.043499328041011,1.0339719759499388,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.16150697533483502,1.080692856752909,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
14,0.672762252094371,0.7428571428571429,-0.057226690228657257,0.2613423079412336,1.000141366442927,2.3426722891513968e-06,1.043499328041011,1.0820711222477108,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.11417118439373052,1.0783708969012995,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
16,0.5814946843278158,0.6666666666666666,-0.05725747560115108,0.2612408617454875,1.0000668129549295,2.6710904538937397e-06,1.043499328041011,1.0722104692039072,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.13168803663153866,1.0715392881608679,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
17,0.6437789899201138,0.7307692307692308,-0.05723936706418611,0.2613084837895554,1.0001273294826127,2.314319261309821e-06,1.043499328041011,1.079902675993762,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.11939467742788414,1.0771844776305155,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
19,0.6867953682381339,0.2833333333333333,-0.05683985385401183,0.2613592233009709,1.0001861819121751,2.352189374328823e-06,1.043499328041011,1.0647077006621566,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.10423615986191356,1.0788346608901616,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
20,0.672762252094371,0.6857142857142857,-0.05721629235771422,0.2613423079412336,1.0001435774696406,2.3409992672282175e-06,1.043499328041011,1.0848527322384773,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.11079227449186085,1.0783836990593338,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
21,1.1859808376851155,0.3490384615384615,0.023277746810344543,0.2756125861715924,1.0003481857909227,0.0002719879045098678,1.043499328041011,1.0207191345493334,-0.8290934492675718,-0.8307232518899909,0.054209359629344214,0.12223293705106822,1.0816035781153677,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
22,0.6134278505920921,0.4727272727272728,-0.057217071163314925,0.2612746683921061,1.0000820212832569,1.078971985871408e-05,1.043499328041011,1.0673810951536984,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1209919669259004,1.0750377307322547,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
24,0.6867953682381339,0.9,-0.057262890836144685,0.2613592233009709,1.0001136170740688,2.5323122827104215e-06,1.043499328041011,1.0777935108718268,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.11636050950930756,1.0787364162092803,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
25,1.2177298006197206,0.2885763000852515,-0.05264764313909082,0.26225888160031174,1.000401896435183,2.1806904170961868e-05,1.043499328041011,1.0203534886708803,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1456795187152227,1.08167756410599,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
26,1.20987066966973,0.4113257243195786,-0.05561258609328109,0.26224184959085595,1.000348871061181,2.433646524115668e-05,1.043499328041011,1.0229498019622842,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1631662808691275,1.0816466749431506,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
27,0.5116842267848896,0.9,-0.05727199890283122,0.2611732746911584,1.0000494048809625,3.965935864846185e-06,1.043499328041011,1.1229159595508633,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.14622558697817434,1.0486872456132135,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
28,0.6437789899201138,0.7692307692307692,-0.057241896121950304,0.2613084837895554,1.0001250689594143,2.3132338125186556e-06,1.043499328041011,1.088237471287439,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.11572567958529396,1.0771972846028108,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
29,0.6437789899201138,0.4615384615384615,-0.05715479655453334,0.2613084837895554,1.0000960403966423,2.994439385412987e-06,1.043499328041011,1.0574296286493134,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.12299462271948777,1.076749801505315,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
30,0.7005474343851513,0.5,-0.05715703092793791,0.2613761408505405,1.000106508894252,1.0012530413362695e-05,1.043499328041011,1.041724468276886,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.14415039916090686,1.0784846444405067,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
31,0.7779715211787651,0.43478260869565216,-0.056851044737083786,0.2614776921582594,1.0001499198169068,1.5144180661254663e-05,1.043499328041011,1.0397253586306028,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.13893158358995697,1.0799806222980808,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
32,0.529999601821279,1.0,-0.05727463286290122,0.26119016817593793,1.0000727915943304,2.2088741488977566e-06,1.043499328041011,1.1589967548945181,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1284959956977865,1.059870135698908,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
34,0.5116842267848896,0.6,0.2520529020330655,0.3033125516412529,1.000045855065789,4.231343178277035e-05,-0.5719448214253157,1.10689986774606,-0.9451865711709271,-0.006975672548812655,0.031176666470784115,0.11196748366599284,1.025429700378964,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
35,0.4523099136318575,1.0,-0.05727463286290122,0.26112260734609416,1.0000363474625908,2.152947795032786e-06,1.043499328041011,1.242918250016765,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1640919252698288,0.8637812234068893,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
36,0.6134278505920921,0.9636363636363636,-0.05727229156506121,0.2612746683921061,1.00009193158272,2.397962022576523e-06,1.043499328041011,1.1115957615545171,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.11362240684838473,1.0753567280860112,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
38,0.5814946843278158,0.3611111111111111,-0.05721156249439728,0.2612408617454875,1.0000707304614476,7.494033077103105e-06,1.043499328041011,1.0652630422782705,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.12969594507808133,1.071482723007071,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
39,0.672762252094371,0.49523809523809526,-0.05719263445293577,0.2613423079412336,1.0000977392938415,5.0263407023874304e-06,1.043499328041011,1.0492965596469161,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.13533690722801225,1.0777427658364418,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
40,1.0029432274863543,0.40486257928118397,-0.05608990307675588,0.26183374400207493,1.0002491073743403,1.8608651581828666e-05,1.043499328041011,1.0248360113952277,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.15472162883673643,1.081300366666032,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
41,0.7901382902729532,0.4673913043478261,-0.05687331768956794,0.26149462504856885,1.000227712776544,2.468127387958996e-06,1.043499328041011,1.0615530331091383,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.09991070600945902,1.080563943897648,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
44,0.529999601821279,1.0,-0.05727463286290122,0.26119016817593793,1.0000673482135956,2.21281298071027e-06,1.043499328041011,1.1191344613291005,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1385123880895744,1.0596157199222676,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
45,0.6287865757729709,0.7272727272727273,-0.05724866144356602,0.2612915749967646,1.0000801551599294,8.025193746917739e-06,1.043499328041011,1.0618925354784141,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.13755236189218342,1.075433375419168,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
46,0.5116842267848896,1.0,-0.05727463286290122,0.2611732746911584,1.0000651790858852,2.1965392839639455e-06,1.043499328041011,1.1498668196479707,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1379325166942645,1.049984097966418,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
48,0.765611427406186,0.329004329004329,-0.056820283427497315,0.26146076146076147,1.0001462694925305,4.982589523165725e-06,1.043499328041011,1.0385108581827343,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.12713063412603604,1.0800010311084038,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
49,0.49268845932311656,0.5,-0.057258829102481174,0.26115638339154057,1.0000768538804874,2.1788479205413353e-06,1.043499328041011,1.2210987875005117,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.13673341291389285,1.0318142852376873,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
50,0.6134278505920921,0.5636363636363637,-0.057230532286078314,0.2612746683921061,1.000076673581661,4.603476503905985e-06,1.043499328041011,1.0599032803428532,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.13215248001422336,1.0746101951547458,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
51,0.5477028463692499,0.8571428571428572,-0.057266730982691194,0.2612070638463031,1.000069814564183,2.43920519305441e-06,1.043499328041011,1.1261315100031366,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.13407561435911303,1.06507598169915,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
52,0.4523099136318575,1.0,-0.05727463286290122,0.26112260734609416,1.000040709809823,2.152338165597795e-06,1.043499328041011,1.269426247738308,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.16200829703689784,0.8640237839110193,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
53,0.8705574809783174,0.3827956989247312,-0.05634296031652942,0.26161321671525756,1.0002071759306976,9.677045759928894e-06,1.043499328041011,1.0405566736227994,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1113354796239277,1.081027860298712,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
54,0.5648515184641378,0.5714285714285714,-0.057243614847410126,0.2612239617026782,1.000067222160909,2.5892684641799325e-06,1.043499328041011,1.0836819664028303,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.13531795972396612,1.0688536819539163,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
55,0.7005474343851513,0.8308823529411765,-0.05725903720424333,0.2613761408505405,1.0000993431645286,1.0381444409511362e-05,1.043499328041011,1.0454605899257472,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.16231290501798626,1.0781222112310704,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
56,1.286302972565064,0.34865134865134867,0.03590484754641634,0.27585735756250856,1.000404939466004,0.0002761763097594008,1.043499328041011,1.020907221585687,-0.8290934492675718,-0.8307232518899909,0.054209359629344214,0.1227071062330822,1.0817044314584923,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
57,0.672762252094371,0.5238095238095238,-0.05714273797753698,0.2613423079412336,1.0001065148093835,4.338860209695367e-06,1.043499328041011,1.0545953900440812,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.12306306639871112,1.0781685387512319,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
59,0.7272718665012046,0.7777777777777778,-0.05721216090488696,0.2614099825208778,1.000112725730584,5.354228271200958e-06,1.043499328041011,1.048761593896497,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.14124077597383738,1.079130558894022,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
60,0.5648515184641378,0.6785714285714286,-0.05726815265114039,0.2612239617026782,1.0000591537971788,7.67262533220757e-06,1.043499328041011,1.0709523524223223,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.15173488015759745,1.067578597236736,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
61,0.47293032040663496,0.6666666666666666,-0.057269364942761206,0.2611394942766604,1.000049191214117,2.1669046473448436e-06,1.043499328041011,1.1830366137743615,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.15381904540569896,0.9908189889662361,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
62,0.8139263957729801,0.5230769230769231,-0.057028509527223534,0.26152849740932643,1.0001480033560595,1.0897505180303586e-05,1.043499328041011,1.0340517098339939,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.14502509704218722,1.0803261642735942,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
63,0.529999601821279,1.0,-0.05727463286290122,0.26119016817593793,1.0000489588186168,4.251807771158343e-06,1.043499328041011,1.09512200649034,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1518003609735499,1.0571413039519006,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
64,0.5477028463692499,0.9523809523809524,-0.056173601855277755,0.2790408403012922,1.000070809942272,2.7039863986447194e-06,-0.5719448214253157,1.1379615241129553,-1.2242237373427223,-1.1428463581247341,0.044566198864418975,0.1276596673466591,1.0652383322276189,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
65,0.6287865757729709,0.5,-0.05721543163255714,0.2612915749967646,1.0000803907451297,6.268246519865662e-06,1.043499328041011,1.0528786689584335,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1366420617172555,1.0756602676054055,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
66,0.672762252094371,0.8761904761904763,-0.057266438501657226,0.2613423079412336,1.000089998812066,1.3263982288003351e-05,1.043499328041011,1.0508756550880285,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.15735783775141893,1.077219445507079,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
67,1.2713841580140883,0.36140350877192984,0.021030212312018452,0.27581967213114755,1.0003890832355022,0.00027940098077052644,1.043499328041011,1.0207482617532702,-0.8290934492675718,-0.8307232518899909,0.054209359629344214,0.12476878432226661,1.0816889718864102,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
68,0.5814946843278158,0.8333333333333334,-0.05726198985456518,0.2612408617454875,1.0001047577436548,2.2525380587457983e-06,1.043499328041011,1.1230982226651547,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.11885868073704563,1.0721679585579997,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
69,0.597674575242891,0.6444444444444444,-0.0572575945642114,0.26125776397515527,1.0000707589796316,6.2161901947098124e-06,1.043499328041011,1.0649145743272328,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.14518373543018623,1.0725810965988791,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
70,0.4523099136318575,1.0,-0.05727463286290122,0.26112260734609416,1.0000380705525769,2.152688103758359e-06,1.043499328041011,1.2490336159429825,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.16364795740854665,0.863909646274957,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
71,0.47293032040663496,1.0,-0.05727463286290122,0.2611394942766604,1.000050205787487,2.166733681824595e-06,1.043499328041011,1.2321307956207357,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.14967855721330917,0.9909903780639561,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
72,0.7901382902729532,0.605072463768116,-0.05711898441123512,0.26149462504856885,1.0001375513162427,7.5890642357445605e-06,1.043499328041011,1.0371765451096298,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1537169156974425,1.0799981465218196,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
73,0.597674575242891,0.5333333333333333,-0.05722296505655824,0.26125776397515527,1.0000789631822578,2.576443690721098e-06,1.043499328041011,1.073951107154593,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.12301597872629651,1.0736339939654165,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
75,0.6584301161496382,0.7582417582417583,-0.057252742628346544,0.26132539477090344,1.000088448294003,9.865734965377915e-06,1.043499328041011,1.0541014101623636,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.15050314087135158,1.076802676578197,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
76,0.47293032040663496,1.0,-0.05727463286290122,0.2611394942766604,1.000041202134423,2.2880905866885943e-06,1.043499328041011,1.2112301328542248,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.15996403720664024,0.9872874617056886,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
77,0.529999601821279,0.6,-0.057252683195651154,0.26119016817593793,1.0000602878796245,2.470871569068362e-06,1.043499328041011,1.1109453069663586,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1318342381876433,1.0591957448725595,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
78,0.5814946843278158,1.0,-0.05727463286290122,0.2612408617454875,1.000105879572176,2.2501214251276677e-06,1.043499328041011,1.159954971914091,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.11519034269630302,1.0722037254622079,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
79,0.6287865757729709,0.9393939393939394,-0.05727284060447244,0.2612915749967646,1.000076813244215,5.2081007046503605e-06,1.043499328041011,1.0560432472736054,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.16566878645174324,1.074702756609403,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
80,0.7779715211787651,0.5217391304347826,-0.04356891395871264,0.2679140127388535,1.0001567056178604,6.027698104283074e-06,1.043499328041011,1.0520495792713962,-1.2141714385707865,-1.168588469979146,0.04620604663817801,0.11124777985586515,1.0803473956998044,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
81,0.47293032040663496,0.6666666666666666,-0.057269364942761206,0.2611394942766604,1.0000533308918946,2.4008440519280764e-06,1.043499328041011,1.237799201331561,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.14711374549461914,0.9910353924047036,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
82,0.9028326631542002,0.41711229946524064,-0.056642662769560224,0.26166407465007774,1.0001936837616785,9.29300656965826e-06,1.043499328041011,1.0313356620635263,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1336372356549194,1.0810207940442953,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
83,0.5477028463692499,0.8571428571428572,-0.057266730982691194,0.2612070638463031,1.0000698145641833,2.439205193052865e-06,1.043499328041011,1.1261315100031366,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.13407561435911303,1.06507598169915,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
84,0.6437789899201138,0.4230769230769231,-0.05715501368247764,0.2613084837895554,1.0000955482927498,4.578462682130795e-06,1.043499328041011,1.0610081152567914,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.12407822944797267,1.0767844055516154,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
85,0.6584301161496382,0.6483516483516484,-0.05723141542313882,0.26132539477090344,1.0000918225171447,6.441352662848253e-06,1.043499328041011,1.0582380837842895,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.13227387364176663,1.077208959313668,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
86,0.529999601821279,1.0,-0.05727463286290122,0.26119016817593793,1.0000742095452633,2.2107631891536457e-06,1.043499328041011,1.1417843662207192,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.13213428754567666,1.0598302603391578,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
87,0.6437789899201138,0.6410256410256411,-0.0533021953074281,0.27463782901448686,1.0000865017996523,0.0002656166201578995,1.043499328041011,1.0593091465428974,-0.8290934492675718,-0.8307232518899909,0.054209359629344214,0.10073346288101433,1.076108806246151,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
88,0.7402723808129071,0.3368421052631579,-0.05688391707936077,0.26142690664249646,1.0001422720675495,8.08271040919281e-06,1.043499328041011,1.0428803877458392,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.12682886932973625,1.0795720123036991,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
89,0.5648515184641378,0.6785714285714286,-0.057246186094145134,0.2612239617026782,1.0001114102492978,2.2348719558623185e-06,1.043499328041011,1.1569586527166393,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1166563816100799,1.0696145459377635,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
91,0.5648515184641378,0.6785714285714286,-0.057250927222271146,0.2612239617026782,1.000115320119928,2.2338128048882165e-06,1.043499328041011,1.1706515861340194,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.11354073752934368,1.0696388286754284,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
92,0.7530484896636297,0.7761904761904762,-0.05721586894768276,0.2614438329556491,1.0001435440884852,2.6656905451599224e-06,1.043499328041011,1.0706472143223535,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.11057592787201317,1.080079799030988,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
93,0.5648515184641378,0.8571428571428571,-0.0572665553853532,0.2612239617026782,1.0000903144980353,2.2382147576665244e-06,1.043499328041011,1.1305954563959444,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.12263208131072133,1.0695236865670639,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
94,0.765611427406186,0.6666666666666666,-0.05709102598679889,0.26146076146076147,1.0001488072973093,4.446981745208474e-06,1.043499328041011,1.062110105075372,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.11989396703119767,1.0801457023416332,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
95,0.529999601821279,0.8666666666666666,-0.057269364942761206,0.26119016817593793,1.0000879567809287,2.206966731179375e-06,1.043499328041011,1.1881074440095987,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1251316987503855,1.0599445287717773,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
96,0.5814946843278158,0.3888888888888889,-0.05720734171757888,0.2612408617454875,1.0000731340008127,4.2303369378280234e-06,1.043499328041011,1.0689490950232312,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.12003144770379837,1.07183853874351,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
97,0.47293032040663496,0.6666666666666666,-0.05727112091614121,0.2611394942766604,1.000054192215837,2.1660246492427813e-06,1.043499328041011,1.2063703015732818,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.15002980241840366,0.9909959062510233,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
98,1.049423302348516,0.5246598639455783,-0.05669474253303064,0.26191866121813584,1.0002521683829049,1.944120908724649e-05,1.043499328041011,1.0263867768297585,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.16918370434290858,1.081382175863322,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
99,0.6437789899201138,0.6410256410256411,-0.057204544439705005,0.2613084837895554,1.000145814532222,2.308026531884239e-06,1.043499328041011,1.1066159299112979,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.10726149613287886,1.077274355371855,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
100,0.5814946843278158,0.6111111111111112,-0.05722897755502108,0.2612408617454875,1.0000868264406915,2.7455634720224714e-06,1.043499328041011,1.1088652276840218,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.12052777138513547,1.0717969180551046,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
101,0.7272718665012046,0.8304093567251463,-0.057206873194878,0.2614099825208778,1.000132601161083,2.5900088902127743e-06,1.043499328041011,1.0739812897763683,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1122811705919176,1.0796678576124632,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
102,0.529999601821279,1.0,-0.05727463286290122,0.26119016817593793,1.0000751130606156,2.210420627802756e-06,1.043499328041011,1.1538474457470942,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.13098943655437534,1.0598402293197455,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
103,0.6867953682381339,0.55,-0.04918607821276033,0.2746938775510204,1.0000945376756663,0.00026291047033941725,1.043499328041011,1.0411043301058798,-0.8290934492675718,-0.8307232518899909,0.054209359629344214,0.11804384722620445,1.0775554791368465,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
104,0.8814471950591127,0.6088709677419355,-0.057015675321835026,0.2616301671634055,1.000174470108557,1.4952722362432058e-05,1.043499328041011,1.0326974493846983,-1.2069135510667728,-1.1878950538699549,0.047467620656530526,0.1621172875912037,1.0807244166929941,-0.8494812208026943,0.04244558444193259,-0.13384127386633193
