node,degree,clustering,betweenness,closeness,eigenvector,triangles,avg_neigh_degree,page_rank,k_core_number,harmonic_c,load_c,avg_neighbor_clustering,two_hop_neighbors,constraint,participation_coeff
51,1.0667573506915826,0.8571428571428571,1.000052067099992,0.2612070638463031,1.0000157740195834,1.0044894261073194,1.4512718720986193,0.011853898477591017,1.0894947998986106,-0.5261555890235724,1.000053036877595,0.43882869233546273,-1.1158764446700002,0.517853432760607,0.0
52,1.0114322555378688,1.0,1.0,0.26112260734609416,1.000013948767148,1.0,2.047523785129312,0.0090661561440331,1.0,-0.5412733602536536,1.0,0.22098082657293733,-1.0990068026689301,0.7102290514099979,0.0
53,1.2999447012364107,0.3827956989247312,1.006120410494377,0.26161321671525756,1.0000613930107016,1.0483267996076076,1.1807795447311018,0.02037781098248517,1.2493985581143994,-0.45359028711917676,1.006234056281946,0.5852553907262048,-1.1968507262751371,0.28767723410264007,0.0
54,1.0774815324621323,0.5714285714285714,1.0002043684666224,0.2612239617026782,1.000016727363372,1.00392934575409,1.4504319838347124,0.01160308319089587,1.0894947998986106,-0.5231320347775551,1.000208174643494,0.3858522302779531,-1.1192503730702144,0.4175722743510458,0.0
55,1.1695825411995218,0.8308823529411765,1.0001027603704766,0.2613761408505405,1.0000657890430809,1.0307427478194031,1.4634695546203937,0.014049956742271021,1.2862722171147898,-0.4959200465634086,1.0001046742879633,0.4243426545836771,-1.1496157286721407,0.3049390842248521,0.0
56,1.664521246715221,0.34865134865134867,1.492645022013939,0.27585735756250856,1.0017362305167237,1.26005859198281,1.2465067683678066,0.028353173178234287,1.3570169989825147,0.122396796747007,1.4905468234876884,0.5357767771751661,-0.9809193086614388,0.20555183065545055,0.15909838007680568
57,1.149753410777237,0.5238095238095238,1.0008687275761083,0.2613423079412336,1.0000277555431694,1.0147951572717404,1.2935841066858933,0.014621963584742135,1.191951159974164,-0.5019671550554405,1.0008849013682202,0.5483275607700728,-1.1428678718717127,0.3349200452380058,0.0
59,1.1890810467598802,0.7777777777777778,1.00041156649311,0.2614099825208778,1.0000341722630097,1.0361850081592854,1.3724122656641433,0.014964535100345736,1.2862722171147898,-0.4898729380713753,1.0004192307363735,0.5155043075821302,-1.1563635854725687,0.3160710059975771,0.0
60,1.0774815324621323,0.6785714285714286,1.0000426996366734,0.2612239617026782,1.000048702569862,1.0047693492085634,1.5714066920503018,0.010859165795840554,1.1107423863154056,-0.5231320347775551,1.0000434949440529,0.3466246296761095,-1.1192503730702144,0.38332615506759526,0.0
61,1.022736728139183,0.6666666666666666,1.0000347117012045,0.2611394942766604,1.0000140440935745,1.0,1.7773632934105443,0.0099965400707917,1.0,-0.5382498060076376,1.0000353582309311,0.30369310006823275,-1.102380731069144,0.632119948689098,0.0
62,1.254942304873223,0.5230769230769231,1.0016204860787983,0.26152849740932643,1.0000690699563648,1.0461785579884644,1.3330390579774973,0.01714987426492037,1.3221178752382305,-0.4687080583492593,1.001650644429448,0.47271152530980226,-1.179981084274067,0.263178529919532,0.0
63,1.055924257564009,1.0,1.0,0.26119016817593793,1.000027176904398,1.0036491883714385,1.6532812580833767,0.009880486827366659,1.0678245123870238,-0.5291791432695884,1.0,0.3886245995422435,-1.1125025162697864,0.44642155985058374,0.0
64,1.0667573506915826,0.9523809523809523,1.0072289776350816,0.2790408403012922,1.000017880322826,1.0050491943465196,1.434866035226071,0.011960065988211222,1.0894947998986106,-0.09128210118229109,1.0065729162396935,0.4991597892028021,-1.0686414470670038,0.5430989139756038,0.0
65,1.119351277734844,0.5,1.0003900230749785,0.2612915749967646,1.0000398849811314,1.0086801159808967,1.4138448776763424,0.01265363319125405,1.1721765387569514,-0.5110378177934898,1.0003972862136306,0.42306081007954405,-1.1327460866710706,0.3294745688936894,0.0
66,1.149753410777237,0.8761904761904762,1.0000539942651385,0.2613423079412336,1.0000839072003131,1.0249972757441557,1.4743741546605484,0.01337609645051653,1.2493985581143994,-0.5019671550554405,1.000054999936237,0.4176453029213751,-1.1428678718717127,0.3230164739710548,0.0
67,1.6506485288157355,0.36140350877192984,1.4254683613432864,0.27581967213114755,1.0017564714580187,1.256258814942487,1.254541576587177,0.027793086287486467,1.3570169989825147,0.11634968825497369,1.41919425299837,0.5144679991759878,-0.9741714518610107,0.20476086997354392,0.1611506409725775
68,1.0881000231317732,0.8333333333333334,1.0000833060588237,0.2612408617454875,1.0000146041208515,1.0078433720238826,1.3084037182093706,0.014658743048547238,1.0894947998986106,-0.5201084805315391,1.0000848576540697,0.6412464826852524,-1.1226243014704285,0.5112236474906352,0.0
69,1.0986158873244944,0.6444444444444445,1.0001122654453714,0.26125776397515527,1.0000395506296145,1.0075643029528598,1.4910302422866406,0.011874685034887289,1.1520625452902713,-0.5170849262855232,1.000114356385274,0.39328903264720905,-1.1259982298706424,0.36611890229070604,0.0
70,1.0114322555378688,1.0,1.0,0.26112260734609416,1.0000139510816881,1.0,2.0570239091690636,0.008766202532811683,1.0,-0.5412733602536536,1.0,0.1598697154618262,-1.0990068026689301,0.7102290514099979,0.0
71,1.022736728139183,1.0,1.0,0.2611394942766604,1.0000140427827513,1.0002811794428546,1.7608321068258643,0.010073892273146793,1.0,-0.5382498060076376,1.0,0.32880203253010637,-1.102380731069144,0.7102290514099979,0.0
72,1.236482823768966,0.605072463768116,1.0010251006709114,0.26149462504856885,1.0000482548001675,1.0453718292320957,1.3653219705844981,0.016534616709523754,1.3043181921114668,-0.47475516684129265,1.001044184267544,0.44909419470544226,-1.173233227473639,0.27520026476285914,0.0
73,1.0986158873244944,0.5333333333333333,1.0003404006384957,0.26125776397515527,1.0000166496832983,1.0061677965662292,1.3575649116119621,0.012570447357962233,1.1315910827278421,-0.5170849262855232,1.000346739851851,0.4246266445585006,-1.1259982298706424,0.39162607236824304,0.0
75,1.1397094796707927,0.7582417582417582,1.0001442325727032,0.26132539477090344,1.0000625258810818,1.0186674346853402,1.4498317657598976,0.013266851811473171,1.191951159974164,-0.5049907093014565,1.0001469188554806,0.40873074571255696,-1.1394939434714986,0.33336133984954425,0.0
76,1.022736728139183,1.0,1.0,0.2611394942766604,1.000014808466748,1.0002811794428546,1.8682791094100215,0.009087445405908287,1.0,-0.5382498060076376,1.0,0.38795709552148655,-1.102380731069144,0.6834313679763775,0.0
77,1.055924257564009,0.6,1.0001446241404937,0.26119016817593793,1.0000159696788733,1.0019665990606261,1.5062084343388265,0.010983158956551881,1.0457052450394695,-0.5291791432695884,1.0001473177155515,0.40889300145471275,-1.1125025162697864,0.48394160295491917,0.0
78,1.0881000231317732,1.0,1.0,0.2612408617454875,1.0000145884008995,1.009516166397547,1.294253798505886,0.014728601469313499,1.1315910827278421,-0.5201084805315391,1.0,0.8491068503495417,-1.1226243014704285,0.5877886838551925,0.0
79,1.119351277734844,0.9393939393939394,1.0000118097939592,0.2612915749967646,1.0000332297859387,1.016733139449725,1.5408672292826306,0.01236544006126145,1.191951159974164,-0.5110378177934898,1.0000120297622022,0.36332440112681347,-1.1327460866710706,0.33945152836919357,0.0
80,1.2271489583311619,0.5217391304347826,1.0865653479694743,0.2679140127388535,1.0000384205850386,1.035913574187765,1.2077066481914722,0.017741298183309866,1.2493985581143994,-0.3062424101966603,1.1467235840695986,0.595030118609204,-1.1496157286721407,0.32681541769800554,0.2884021556830781
81,1.022736728139183,0.6666666666666666,1.0000347117012045,0.2611394942766604,1.0000155179638186,1.0,1.7515806998945422,0.01036956149278992,1.0,-0.5382498060076376,1.0000353582309311,0.5028761066041804,-1.102380731069144,0.7102290514099979,0.0
82,1.3262133496914752,0.41711229946524064,1.0041556534917064,0.26166407465007774,1.0000590108295073,1.063242965573001,1.2598530120665934,0.019618870927084225,1.3043181921114668,-0.44451962438112885,1.0042328936787794,0.5017719060570781,-1.2069725114757792,0.2522959528886901,0.0
83,1.0667573506915826,0.8571428571428571,1.000052067099992,0.2612070638463031,1.0000157740195834,1.0044894261073194,1.4512718720986193,0.011853898477591017,1.0894947998986106,-0.5261555890235724,1.000053036877595,0.43882869233546273,-1.1158764446700002,0.517853432760607,0.0
84,1.129576243778634,0.4230769230769231,1.000787905293737,0.2613084837895554,1.0000292573872218,1.0086801159808967,1.3434056186045582,0.013823086914911253,1.1520625452902713,-0.5080142635474738,1.0008025749562304,0.5358693754273197,-1.1361200150712845,0.35459585536321336,0.0
85,1.1397094796707927,0.6483516483516484,1.0002847353995596,0.26132539477090344,1.0000409823692253,1.0159030283508999,1.3759059786547991,0.013521758559337871,1.191951159974164,-0.5049907093014565,1.0002900381205109,0.46968334121753863,-1.1394939434714986,0.3462193552813666,0.0
86,1.055924257564009,1.0,1.0,0.26119016817593793,1.00001433084471,1.0036491883714385,1.4467868338737149,0.012323572263618344,1.0678245123870238,-0.5291791432695884,1.0,0.5698950320531866,-1.1125025162697864,0.5510640062152938,0.0
87,1.129576243778634,0.6410256410256411,1.0258419785854072,0.27463782901448686,1.0016696162662206,1.0134086152605153,1.4093294127886016,0.013140431542195774,1.1721765387569514,-0.07413422924406263,1.0247751156832923,0.3667411672780517,-0.7616139626475263,0.3494794242147052,0.3768445758127964
88,1.1987113678054417,0.3368421052631579,1.0025712672851796,0.26142690664249646,1.0000513278615888,1.0172861705294487,1.2837499476632703,0.01686460233627584,1.2114030285232422,-0.4868493838253579,1.0026190972292366,0.46348345259627843,-1.1597375138727828,0.2959721323788984,0.0
89,1.0774815324621323,0.6785714285714286,1.0001874288749484,0.2612239617026782,1.0000144886038473,1.0047693492085634,1.3165533310933755,0.015128801569466133,1.0457052450394695,-0.5231320347775551,1.0001909195974343,0.6838166352146628,-1.1192503730702144,0.5818533527409645,0.0
90,1.0114322555378688,1.0,1.0,0.26112260734609416,1.0000139476110879,1.0,2.0427571550624446,0.009444501237433645,1.0,-0.5412733602536536,1.0,0.35431415990627063,-1.0990068026689301,0.7102290514099979,0.0
91,1.0774815324621323,0.6785714285714286,1.0001561931682972,0.2612239617026782,1.0000144815949599,1.0047693492085634,1.305399321834465,0.01540691408188477,1.0457052450394695,-0.5231320347775551,1.0001591021953964,0.7248880637860915,-1.1192503730702144,0.608625612440107,0.0
92,1.2082649340473364,0.7761904761904762,1.0003871425607431,0.2614438329556491,1.0000172518838202,1.0442952214588102,1.2056158500412562,0.016979738895345722,1.2493985581143994,-0.48382582957934195,1.0003943520680774,0.6589114990172631,-1.163111442272997,0.3824728193430424,0.0
93,1.0774815324621323,0.8571428571428571,1.0000532241158686,0.2612239617026782,1.000014510743365,1.0061677965662292,1.350364999964284,0.013556206636560408,1.0678245123870238,-0.5231320347775551,1.0000542154429275,0.6064881062556992,-1.1192503730702144,0.527490365810745,0.0
94,1.217743551980808,0.6666666666666666,1.0012091236522673,0.26146076146076147,1.0000284629219243,1.041868786380229,1.2316059677264075,0.017285284142691714,1.2493985581143994,-0.480802275333326,1.0012316309726148,0.6424298458747923,-1.1664853706732108,0.35787969389617175,0.0
95,1.055924257564009,0.8666666666666667,1.0000347117012045,0.26119016817593793,1.0000143060509084,1.0030886388667108,1.4115446808707401,0.013436902877423013,1.0457052450394695,-0.5291791432695884,1.0000353582309311,0.7109618628258998,-1.1125025162697864,0.6415600505884241,0.0
96,1.0881000231317732,0.3888888888888889,1.0004433083599962,0.2612408617454875,1.0000270483765212,1.0033689527641658,1.380116855049939,0.012090704211198873,1.1107423863154056,-0.5201084805315391,1.0004515635709454,0.4384531701740177,-1.1226243014704285,0.37769321909584896,0.0
97,1.022736728139183,0.6666666666666666,1.0000231412680112,0.2611394942766604,1.0000140382814846,1.0,1.758985718074954,0.010468254882741843,1.0,-0.5382498060076376,1.0000235722928625,0.32880203253010637,-1.102380731069144,0.6747809307605032,0.0
98,1.45043785183516,0.5246598639455783,1.0038138424077463,0.26191866121813584,1.0001229220649972,1.1601290177246504,1.3068653829064427,0.022367938489405718,1.3570169989825147,-0.39916631069088104,1.0038847416968009,0.4805225372676174,-1.2575814374789898,0.23123541175819193,0.0
99,1.129576243778634,0.6410256410256411,1.0004617323369274,0.2613084837895554,1.0000149670833371,1.0134086152605153,1.213792446097589,0.017302410245792342,1.0894947998986106,-0.5080142635474738,1.0004703305553344,0.6871264371949066,-1.1361200150712845,0.473918575636624,0.0
100,1.0881000231317732,0.6111111111111112,1.000300794726281,0.2612408617454875,1.00001772848306,1.0056086509929023,1.3523688204379873,0.01323645636184412,1.0894947998986106,-0.5201084805315391,1.0003063964795553,0.567046509009788,-1.1226243014704285,0.47914725624460935,0.0
101,1.1890810467598802,0.8304093567251462,1.0004463942592141,0.2614099825208778,1.0000167681194676,1.0386247217654472,1.2204399630582712,0.016319699202334385,1.2493985581143994,-0.4898729380713753,1.0004547069221839,0.665571380727385,-1.1563635854725687,0.3917088341992193,0.0
102,1.055924257564009,1.0,1.0,0.26119016817593793,1.0000143285780592,1.0036491883714385,1.4422878487306288,0.012394973254051918,1.0678245123870238,-0.5291791432695884,1.0,0.5928461550043096,-1.1125025162697864,0.57564218752372,0.0
103,1.1597103574325403,0.55,1.0519491655556326,0.2746938775510204,1.0016526459131665,1.0178389011261295,1.4658920217698295,0.013715770598746313,1.2305474502296982,-0.06506356650601197,1.0496869709922902,0.3997372838359087,-0.7717357478481685,0.2896519051641341,0.3423265984407288
104,1.308759501900575,0.6088709677419355,1.0017049150965582,0.2616301671634055,1.0000946094305465,1.0810788057660132,1.3492365431462068,0.01861203702981707,1.3570169989825147,-0.4505667328731608,1.0017366433678747,0.47255818998268273,-1.2002246546753512,0.25780617131027256,0.0
105,1.1397094796707927,0.6703296703296703,1.000231041663345,0.26132539477090344,1.0000422345069406,1.0164565110754644,1.4236607705908817,0.013466084304541867,1.191951159974164,-0.5049907093014565,1.0002353445458176,0.3801155062486277,-1.1394939434714986,0.33081070125843876,0.0
106,1.0774815324621323,0.42857142857142855,1.0002058833754794,0.2612239617026782,1.000026573505537,1.0028082466134203,1.4369270084133676,0.011293726693851095,1.1107423863154056,-0.5231320347775551,1.0002097177631935,0.3867237308707406,-1.1192503730702144,0.38603026309207705,0.0
108,1.129576243778634,0.7948717948717948,1.0001969892000917,0.2613084837895554,1.000026876158583,1.016733139449725,1.2968263132663103,0.014144994854548919,1.1721765387569514,-0.5080142635474738,1.0002006579586178,0.590013902921739,-1.1361200150712845,0.4167424730609859,0.0
109,1.3519716977537455,0.53003003003003,1.0032696552837477,0.26171495236243436,1.0001262776002173,1.0942649220382918,1.3280352817796337,0.020036772523743234,1.3570169989825147,-0.43544896164307817,1.0033304548982622,0.4451718284638678,-1.2170942966764213,0.23883578269067474,0.0
110,1.0449788658961878,1.0,1.0,0.2611732746911584,1.0000142187106131,1.002247226776261,1.4923372791147613,0.012478910688154354,1.0457052450394695,-0.5322026975156057,1.0,0.6155351877720321,-1.1091285878695722,0.6545771257312236,0.0
111,1.1397094796707927,0.5604395604395604,1.0008650641709071,0.26132539477090344,1.0000150811536745,1.0136860753861736,1.2260424706627948,0.01713182176859854,1.1315910827278421,-0.5049907093014565,1.0008811697885014,0.6396322951087348,-1.1394939434714986,0.4049442562659526,0.0
112,1.022736728139183,1.0,1.0,0.2611394942766604,1.0000140430173097,1.0002811794428546,1.7737030114111192,0.010037702947956507,1.0,-0.5382498060076376,1.0,0.3862094399375138,-1.102380731069144,0.7013801980787937,0.0
113,1.3772483778006084,0.5371794871794872,1.0029547026553862,0.2617658498638662,1.0000990154947214,1.1110970363313424,1.3265117524407868,0.020536991938785682,1.3570169989825147,-0.42637829890502893,1.0030096544620306,0.45503075228848566,-1.2272160818770634,0.23682708001846242,0.0
115,1.2082649340473364,0.5333333333333333,1.0018846199164806,0.2614438329556491,1.0000157391748994,1.0304698803141727,1.1612914894877528,0.02042541107873509,1.1520625452902713,-0.48382582957934195,1.0019196892724385,0.6518497433158291,-1.163111442272997,0.3761694437589231,0.0
116,1.1695825411995218,0.6617647058823529,1.000653785117544,0.2613761408505405,1.0000153788860626,1.0244484073821212,1.204709531869629,0.018032919511822083,1.1520625452902713,-0.4959200465634086,1.0006659584860125,0.628487811112007,-1.1496157286721407,0.39918205515488003,0.0
117,1.055924257564009,0.4666666666666667,1.0001185933386332,0.26119016817593793,1.0000258850298884,1.0014051077051391,1.5158855932558368,0.010606694058132112,1.0457052450394695,-0.5291791432695884,1.000120802128204,0.3926195508445154,-1.1125025162697864,0.4569870075550094,0.0
118,1.3434404579231356,0.5365079365079365,1.0032170883243299,0.26169799092676604,1.0000831441508913,1.0904032054197408,1.2986400813974321,0.0199449240638316,1.3570169989825147,-0.43847251588909414,1.0032769120439478,0.5065374657957954,-1.2137203682762074,0.2572771309111341,0.0
